Trip ID,Subscription (Y or N),ADA/Non,Anchor,RequestTime,PCAs,Companions,ServiceAnimal,PickHouseNumber,PickAddress1,Pickcity,pickzip,DropHouseNumber,DropAddress1,Dropcity,DropZip,PickFullAddress,DropFullAddress,PickGeo,DropGeo
811,Y,ADA,A,9:00 AM,0,0,N,78,Park St,WEST ROXBURY,2132,34,Christina St,NEWTON,2461,"78 Park St, WEST ROXBURY, 2132","34 Christina St, NEWTON, 2461","42.2856172,-71.1567984","42.3072452,-71.2148844"
812,Y,ADA,P,2:30 PM,0,0,N,34,Christina St,NEWTON,2461,78,Park St,WEST ROXBURY,2132,"34 Christina St, NEWTON, 2461","78 Park St, WEST ROXBURY, 2132","42.3072452,-71.2148844","42.2856172,-71.1567984"
813,N,ADA,P,8:30 PM,0,0,N,33,Station St,BROOKLINE,2445,72,Park St,WEST ROXBURY,2132,"33 Station St, BROOKLINE, 2445","72 Park St, WEST ROXBURY, 2132","42.3330394,-71.1169305","42.2857594,-71.157021"
814,N,ADA,A,10:00 AM,0,0,N,91,"W Newton St, 1",South End,2118,124,"Pearl St, Micheals Crafts",Braintree,2184,"91 W Newton St, 1, South End, 2118","124 Pearl St, Micheals Crafts, Braintree, 2184","42.3389732,-71.0737441","42.2012297,-71.0009724"
815,N,ADA,P,12:30 PM,0,0,N,124,"Pearl St, Micheals Crafts",Braintree,2184,91,"W Newton St, 1",South End,2118,"124 Pearl St, Micheals Crafts, Braintree, 2184","91 W Newton St, 1, South End, 2118","42.2012297,-71.0009724","42.3389732,-71.0737441"
816,N,ADA,A,1:00 PM,0,0,N,31,WARREN AVE,BOSTON,2116,336,BROOKLINE AVE,BOSTON,2215,"31 WARREN AVE, BOSTON, 2116","336 BROOKLINE AVE, BOSTON, 2215","42.34535899999999,-71.071349","42.3398629,-71.1062587"
817,N,ADA,P,3:52 PM,0,0,N,337,BROOKLINE AVE,BOSTON,2215,32,WARREN AVE,BOSTON,2116,"337 BROOKLINE AVE, BOSTON, 2215","32 WARREN AVE, BOSTON, 2116","42.340636,-71.1057249","42.34480720000001,-71.0712112"
818,N,ADA,A,10:00 AM,0,0,N,67,RADCLIFFE ST,DORCHESTER,2121,94,Libbey Industrial Pkwy,WEYMOUTH,2189,"67 RADCLIFFE ST, DORCHESTER, 2121","94 Libbey Industrial Pkwy, WEYMOUTH, 2189","42.2991636,-71.0784418","42.19451240000001,-70.9451284"
819,N,ADA,P,1:46 PM,0,0,N,92,Libbey Industrial Pkwy,WEYMOUTH,2189,65,RADCLIFFE ST,DORCHESTER,2121,"92 Libbey Industrial Pkwy, WEYMOUTH, 2189","65 RADCLIFFE ST, DORCHESTER, 2121","42.1932319,-70.94814699999999","42.299249,-71.0784728"
820,N,ADA,A,10:30 AM,1,0,N,686,WATERTOWN ST,NEWTONVILLE,2460,114,Fawcett St,CAMBRIDGE,2138,"686 WATERTOWN ST, NEWTONVILLE, 2460","114 Fawcett St, CAMBRIDGE, 2138","42.3542091,-71.21301559999999","42.3929469,-71.1466532"
821,N,ADA,P,12:15 PM,1,0,N,117,Fawcett St,CAMBRIDGE,2138,689,WATERTOWN ST,NEWTONVILLE,2460,"117 Fawcett St, CAMBRIDGE, 2138","689 WATERTOWN ST, NEWTONVILLE, 2460","42.3930246,-71.1469041","42.3546884,-71.2136982"
822,N,ADA,A,10:30 AM,0,0,N,21,FAIRVIEW AVE,MALDEN,2148,1452,Broadway,SAUGUS,1906,"21 FAIRVIEW AVE, MALDEN, 2148","1452 Broadway, SAUGUS, 1906","42.4334475,-71.05209649999999","42.4503056,-71.02601829999999"
823,N,ADA,P,11:30 AM,0,0,N,1455,Broadway,SAUGUS,1906,24,FAIRVIEW AVE,MALDEN,2148,"1455 Broadway, SAUGUS, 1906","24 FAIRVIEW AVE, MALDEN, 2148","42.4574395,-71.0239765","42.4334402,-71.05203650000001"
824,Y,ADA,A,8:10 AM,0,0,N,43,WOODVILLE ST,ROXBURY,2119,125,SEMINARY AVE,AUBURNDALE,2466,"43 WOODVILLE ST, ROXBURY, 2119","125 SEMINARY AVE, AUBURNDALE, 2466","42.3214091,-71.0769562","42.3391973,-71.2499981"
825,Y,ADA,P,4:30 PM,0,0,N,126,SEMINARY AVE,AUBURNDALE,2466,44,WOODVILLE ST,ROXBURY,2119,"126 SEMINARY AVE, AUBURNDALE, 2466","44 WOODVILLE ST, ROXBURY, 2119","42.3384959,-71.25009419999999","42.32119369999999,-71.077032"
828,N,ADA,P,12:15 PM,0,0,N,590,LEBANON ST,MELROSE,2176,1082,MAIN ST,WAKEFIELD,1880,"590 LEBANON ST, MELROSE, 2176","1082 MAIN ST, WAKEFIELD, 1880","42.4422461,-71.05038019999999","42.4793515,-71.06341309999999"
829,N,ADA,A,8:30 AM,0,0,N,1084,MAIN ST,WAKEFIELD,1880,592,LEBANON ST,MELROSE,2176,"1084 MAIN ST, WAKEFIELD, 1880","592 LEBANON ST, MELROSE, 2176","42.4793063,-71.0633745","42.442248,-71.0503852"
830,N,ADA,P,4:15 PM,0,0,N,2106,DORCHESTER AVE,DORCHESTER,2124,69,CROWN POINT DR,HYDE PARK,2136,"2106 DORCHESTER AVE, DORCHESTER, 2124","69 CROWN POINT DR, HYDE PARK, 2136","42.2773344,-71.0654249","41.4024337,-87.39137670000001"
831,N,ADA,A,11:00 AM,0,0,N,47,KERWIN ST,DORCHESTER CENTER,2124,59,DIMOCK ST,ROXBURY,2119,"47 KERWIN ST, DORCHESTER CENTER, 2124","59 DIMOCK ST, ROXBURY, 2119","42.2933675,-71.0822822","42.3197458,-71.09844369999999"
832,N,ADA,P,1:10 PM,0,0,N,57,DIMOCK ST,ROXBURY,2119,982,Harrison Ave,BOSTON,2119,"57 DIMOCK ST, ROXBURY, 2119","982 Harrison Ave, BOSTON, 2119","42.3195682,-71.0984242","42.33194779999999,-71.0795235"
833,N,ADA,P,3:45 PM,0,0,N,1012,Harrison Ave,ROXBURY,2119,45,KERWIN ST,DORCHESTER CENTER,2124,"1012 Harrison Ave, ROXBURY, 2119","45 KERWIN ST, DORCHESTER CENTER, 2124","42.3308576,-71.07995749999999","42.2933697,-71.0822762"
834,N,ADA,A,10:20 AM,0,0,N,54,PLEASANT ST,BROOKLINE,2446,574,RUTHERFORD AVENUE,CHARLESTOWN,2129,"54 PLEASANT ST, BROOKLINE, 2446","574 RUTHERFORD AVENUE, CHARLESTOWN, 2129","42.3441886,-71.11959","42.3832063,-71.0731723"
835,N,ADA,P,12:00 PM,0,0,N,573,RUTHERFORD AVENUE,CHARLESTOWN,2129,53,PLEASANT ST,BROOKLINE,2446,"573 RUTHERFORD AVENUE, CHARLESTOWN, 2129","53 PLEASANT ST, BROOKLINE, 2446","42.3828749,-71.0723366","42.3442864,-71.1190852"
836,Y,Non-ADA,A,8:45 AM,0,0,N,103,CLAY ST,CAMBRIDGE,2140,38,Forest Ridge Rd,CONCORD,1742,"103 CLAY ST, CAMBRIDGE, 2140","38 Forest Ridge Rd, CONCORD, 1742","42.3964217,-71.13407939999999","42.4407636,-71.4247197"
837,Y,Non-ADA,P,3:00 PM,0,0,N,42,Forest Ridge Rd,CONCORD,1742,107,CLAY ST,CAMBRIDGE,2140,"42 Forest Ridge Rd, CONCORD, 1742","107 CLAY ST, CAMBRIDGE, 2140","42.4407156,-71.42472029999999","42.3965049,-71.1342636"
838,Y,ADA,A,9:00 AM,0,0,N,982,MASSACHUSETTS AVE,ARLINGTON,2476,44,BROADWAY ST,ARLINGTON,2474,"982 MASSACHUSETTS AVE, ARLINGTON, 2476","44 BROADWAY ST, ARLINGTON, 2474","42.4190154,-71.1676375","42.4083407,-71.1366531"
839,Y,ADA,P,2:30 PM,0,0,N,43,BROADWAY ST,ARLINGTON,2474,981,MASSACHUSETTS AVE,ARLINGTON,2476,"43 BROADWAY ST, ARLINGTON, 2474","981 MASSACHUSETTS AVE, ARLINGTON, 2476","42.4083261,-71.13620089999999","42.4193432,-71.16790259999999"
840,Y,ADA,P,11:30 AM,0,0,N,40,KNEELAND ST,BOSTON,2111,525,TALBOT AVE,DORCHESTER,2124,"40 KNEELAND ST, BOSTON, 2111","525 TALBOT AVE, DORCHESTER, 2124","42.3508516,-71.0617391","42.2869732,-71.06517099999999"
841,Y,ADA,A,6:30 AM,0,0,N,523,TALBOT AVE,DORCHESTER,2124,38,KNEELAND ST,BOSTON,2111,"523 TALBOT AVE, DORCHESTER, 2124","38 KNEELAND ST, BOSTON, 2111","42.287144,-71.06557699999999","42.3508773,-71.0618089"
842,N,ADA,A,12:00 PM,0,0,N,815,MEMORIAL DR,CAMBRIDGE,2139,4,BINNEY ST,FENWAY,2115,"815 MEMORIAL DR, CAMBRIDGE, 2139","4 BINNEY ST, FENWAY, 2115","42.3589255,-71.1156122","42.3370893,-71.1075429"
843,N,ADA,P,1:00 PM,0,0,N,3,BINNEY ST,FENWAY,2115,814,MEMORIAL DR,CAMBRIDGE,2139,"3 BINNEY ST, FENWAY, 2115","814 MEMORIAL DR, CAMBRIDGE, 2139","42.3370603,-71.1075714","42.3589237,-71.11561189999999"
844,N,ADA,A,6:15 AM,0,0,N,132,EASTERN AVE,LYNN,1902,782,LYNNWAY,LYNN,1905,"132 EASTERN AVE, LYNN, 1902","782 LYNNWAY, LYNN, 1905","42.4717875,-70.9261102","42.4488912,-70.9639105"
845,N,ADA,P,1:15 PM,0,0,N,785,LYNNWAY,LYNN,1905,135,EASTERN AVE,LYNN,1902,"785 LYNNWAY, LYNN, 1905","135 EASTERN AVE, LYNN, 1902","42.4488912,-70.9639105","42.4718017,-70.9251436"
846,N,ADA,A,10:00 AM,0,0,N,12,KIMBALL RD,CHELSEA,2150,301,1st Ave,CHARLESTOWN,2129,"12 KIMBALL RD, CHELSEA, 2150","301 1st Ave, CHARLESTOWN, 2129","42.4073018,-71.0319944","42.3779355,-71.0496045"
847,N,ADA,P,11:30 AM,0,0,N,305,1st Ave,CHARLESTOWN,2129,16,KIMBALL RD,CHELSEA,2150,"305 1st Ave, CHARLESTOWN, 2129","16 KIMBALL RD, CHELSEA, 2150","42.3779355,-71.0496045","42.407333,-71.03203789999999"
848,Y,ADA,A,10:50 AM,0,0,N,52,EVELYN ST,MATTAPAN,2126,328,WASHINGTON ST,BROOKLINE,2445,"52 EVELYN ST, MATTAPAN, 2126","328 WASHINGTON ST, BROOKLINE, 2445","42.2791087,-71.09044460000001","42.3332414,-71.1206357"
849,N,ADA,A,2:00 PM,1,0,N,60,GREEN ST,MALDEN,2148,4,Woodland Rd,STONEHAM,2180,"60 GREEN ST, MALDEN, 2148","4 Woodland Rd, STONEHAM, 2180","42.4188564,-71.0705174","42.4550078,-71.0909935"
850,N,ADA,P,4:30 PM,1,0,N,9,Woodland Rd,STONEHAM,2180,65,GREEN ST,MALDEN,2148,"9 Woodland Rd, STONEHAM, 2180","65 GREEN ST, MALDEN, 2148","42.4572771,-71.088917","42.4187664,-71.0706743"
851,Y,ADA,A,8:15 AM,0,0,N,18,BIRCHCREST ST,BURLINGTON,1803,131,MIDDLESEX TPKE,BURLINGTON,1803,"18 BIRCHCREST ST, BURLINGTON, 1803","131 MIDDLESEX TPKE, BURLINGTON, 1803","42.5012125,-71.1903152","42.4882095,-71.221707"
852,Y,ADA,P,11:00 AM,0,0,N,129,MIDDLESEX TPKE,BURLINGTON,1803,16,BIRCHCREST ST,BURLINGTON,1803,"129 MIDDLESEX TPKE, BURLINGTON, 1803","16 BIRCHCREST ST, BURLINGTON, 1803","42.4876925,-71.2211208","42.5012088,-71.1903189"
853,Y,ADA,P,2:00 PM,0,0,N,449,CENTRE ST,MILTON,2186,28,MOUNT VERNON ST,DORCHESTER,2125,"449 CENTRE ST, MILTON, 2186","28 MOUNT VERNON ST, DORCHESTER, 2125","42.2586708,-71.0578695","42.3220773,-71.0575393"
854,Y,ADA,A,9:30 AM,0,0,N,24,MOUNT VERNON ST,DORCHESTER,2125,445,CENTRE ST,MILTON,2186,"24 MOUNT VERNON ST, DORCHESTER, 2125","445 CENTRE ST, MILTON, 2186","42.3222023,-71.0578652","42.2584197,-71.0579605"
855,Y,ADA,P,7:25 AM,0,0,N,67,BULLARD ST,NORWOOD,2062,158,Bay State Dr,BRAINTREE,2184,"67 BULLARD ST, NORWOOD, 2062","158 Bay State Dr, BRAINTREE, 2184","42.1917113,-71.20510999999999","42.2001549,-71.0282971"
856,Y,ADA,A,8:20 AM,0,0,N,9,Pitman Dr,READING,1867,4,CITY SQ,CHARLESTOWN,2129,"9 Pitman Dr, READING, 1867","4 CITY SQ, CHARLESTOWN, 2129","42.532563,-71.0843428","42.3715959,-71.06252049999999"
857,Y,ADA,P,3:00 PM,0,0,N,7,CITY SQ,CHARLESTOWN,2129,12,Pitman Dr,READING,1867,"7 CITY SQ, CHARLESTOWN, 2129","12 Pitman Dr, READING, 1867","42.3720659,-71.062073","42.5325845,-71.0842989"
858,N,ADA,A,11:00 AM,0,0,N,196,BRIDGE ST,SALEM,1970,145,Endicott St,DANVERS,1923,"196 BRIDGE ST, SALEM, 1970","145 Endicott St, DANVERS, 1923","42.5243895,-70.8949701","42.5495585,-70.9328357"
859,N,ADA,P,4:00 PM,0,0,N,141,Endicott St,DANVERS,1923,192,BRIDGE ST,SALEM,1970,"141 Endicott St, DANVERS, 1923","192 BRIDGE ST, SALEM, 1970","42.5496062,-70.9324817","42.524391,-70.89496609999999"
860,N,ADA,A,10:30 AM,1,0,N,20,RADCLIFFE RD,HYDE PARK,2136,163,Providence Hwy,DEDHAM,2026,"20 RADCLIFFE RD, HYDE PARK, 2136","163 Providence Hwy, DEDHAM, 2026","42.2680711,-71.103971","42.2589638,-71.16976489999999"
861,N,ADA,P,1:30 PM,1,0,N,165,Providence Hwy,DEDHAM,2026,22,RADCLIFFE RD,HYDE PARK,2136,"165 Providence Hwy, DEDHAM, 2026","22 RADCLIFFE RD, HYDE PARK, 2136","42.2588949,-71.1697863","42.2680264,-71.1040162"
862,Y,ADA,P,3:00 PM,0,0,N,622,Arsenal St,WATERTOWN,2472,191,SYCAMORE ST,ROSLINDALE,2131,"622 Arsenal St, WATERTOWN, 2472","191 SYCAMORE ST, ROSLINDALE, 2131","42.36271970000001,-71.15413260000001","42.2868906,-71.12199679999999"
863,Y,ADA,A,10:00 AM,0,0,N,32,Beach St,DORCHESTER,2122,622,Arsenal St,WATERTOWN,2472,"32 Beach St, DORCHESTER, 2122","622 Arsenal St, WATERTOWN, 2472","42.30203789999999,-71.05491340000002","42.36271970000001,-71.15413260000001"
864,N,ADA,A,3:15 PM,0,0,N,102,NORWAY ST,BOSTON,2115,4,BINNEY ST,BOSTON,2115,"102 NORWAY ST, BOSTON, 2115","4 BINNEY ST, BOSTON, 2115","42.3449465,-71.0883796","42.3370893,-71.1075429"
865,N,ADA,P,4:30 PM,0,0,N,5,BINNEY ST,BOSTON,2115,103,NORWAY ST,BOSTON,2115,"5 BINNEY ST, BOSTON, 2115","103 NORWAY ST, BOSTON, 2115","42.3364531,-71.1080288","42.3454172,-71.0885122"
866,N,ADA,A,7:30 AM,0,0,N,10,WILLIS AVE,WINTHROP,2152,1403,V. F. W. Pkwy,WEST ROXBURY,2132,"10 WILLIS AVE, WINTHROP, 2152","1403 V. F. W. Pkwy, WEST ROXBURY, 2132","42.3833708,-70.9926459","42.2747035,-71.1716678"
867,N,ADA,P,10:00 AM,0,0,N,1404,V. F. W. Pkwy,WEST ROXBURY,2132,11,WILLIS AVE,WINTHROP,2152,"1404 V. F. W. Pkwy, WEST ROXBURY, 2132","11 WILLIS AVE, WINTHROP, 2152","42.2747035,-71.1716678","42.3837768,-70.992334"
868,N,ADA,A,11:30 AM,0,0,N,12,LANCASTER ST,CAMBRIDGE,2140,944,COMMONWEALTH AVE,BOSTON,2215,"12 LANCASTER ST, CAMBRIDGE, 2140","944 COMMONWEALTH AVE, BOSTON, 2215","42.3854461,-71.120297","42.351329,-71.1183064"
869,N,ADA,A,9:00 AM,1,0,N,22,WALDEN SQUARE RD,CAMBRIDGE,2140,27,CENTRAL ST,SOMERVILLE,2143,"22 WALDEN SQUARE RD, CAMBRIDGE, 2140","27 CENTRAL ST, SOMERVILLE, 2143","42.3895371,-71.12981429999999","42.384936,-71.1058422"
870,N,ADA,P,12:30 PM,1,0,N,29,CENTRAL ST,SOMERVILLE,2143,24,WALDEN SQUARE RD,CAMBRIDGE,2140,"29 CENTRAL ST, SOMERVILLE, 2143","24 WALDEN SQUARE RD, CAMBRIDGE, 2140","42.3851269,-71.1050793","42.3895516,-71.1299089"
871,N,ADA,P,12:15 PM,0,0,N,203,DERBY ST,WEST NEWTON,2465,22,HOPE AVE,WALTHAM,2453,"203 DERBY ST, WEST NEWTON, 2465","22 HOPE AVE, WALTHAM, 2453","42.35917,-71.23212","42.3693119,-71.2484446"
872,N,ADA,P,2:00 PM,0,0,N,21,HOPE AVE,WALTHAM,2453,202,DERBY ST,WEST NEWTON,2465,"21 HOPE AVE, WALTHAM, 2453","202 DERBY ST, WEST NEWTON, 2465","42.3693368,-71.24845040000001","42.3591389,-71.2320368"
873,N,ADA,A,2:15 PM,0,0,N,208,CAPTAINS ROW,CHELSEA,2150,22,PARKMAN ST,BOSTON,2114,"208 CAPTAINS ROW, CHELSEA, 2150","22 PARKMAN ST, BOSTON, 2114","42.3908128,-71.04624129999999","42.36219,-71.0673123"
874,N,ADA,P,4:15 PM,0,0,N,22,PARKMAN ST,BOSTON,2114,208,CAPTAINS ROW,CHELSEA,2150,"22 PARKMAN ST, BOSTON, 2114","208 CAPTAINS ROW, CHELSEA, 2150","42.36219,-71.0673123","42.3908128,-71.04624129999999"
875,N,ADA,A,11:00 AM,0,0,N,633,SALEM ST,MALDEN,2148,47,Allandale St,JAMAICA PLAIN,2130,"633 SALEM ST, MALDEN, 2148","47 Allandale St, JAMAICA PLAIN, 2130","42.43309920000001,-71.0473391","42.3007819,-71.1295586"
876,N,ADA,P,12:30 PM,0,0,N,46,Allandale St,JAMAICA PLAIN,2130,632,SALEM ST,MALDEN,2148,"46 Allandale St, JAMAICA PLAIN, 2130","632 SALEM ST, MALDEN, 2148","42.3004463,-71.1303626","42.4331118,-71.04730599999999"
877,N,ADA,A,1:00 PM,0,0,N,13,COLONIAL RD,REVERE,2151,334,WASHINGTON ST,BOSTON,2108,"13 COLONIAL RD, REVERE, 2151","334 WASHINGTON ST, BOSTON, 2108","42.4224736,-71.0194989","42.3566813,-71.0587443"
878,N,ADA,P,3:00 PM,0,0,N,156,Congress St,BOSTON,2110,13,COLONIAL RD,REVERE,2151,"156 Congress St, BOSTON, 2110","13 COLONIAL RD, REVERE, 2151","42.3560385,-71.0555175","42.4224736,-71.0194989"
879,N,ADA,A,1:00 PM,1,0,N,6,FAIRMOUNT ST,MEDFORD,2155,35,FRUIT ST,BOSTON,2114,"6 FAIRMOUNT ST, MEDFORD, 2155","35 FRUIT ST, BOSTON, 2114","42.4104227,-71.12043249999999","42.3624286,-71.068887"
880,N,ADA,P,3:30 PM,1,0,N,34,FRUIT ST,BOSTON,2114,5,FAIRMOUNT ST,MEDFORD,2155,"34 FRUIT ST, BOSTON, 2114","5 FAIRMOUNT ST, MEDFORD, 2155","42.3624239,-71.0695056","42.410366,-71.1204954"
881,N,ADA,A,12:30 PM,0,0,N,316,PURITAN RD,SWAMPSCOTT,1907,13,FRONT ST,SALEM,1970,"316 PURITAN RD, SWAMPSCOTT, 1907","13 FRONT ST, SALEM, 1970","42.46473049999999,-70.8983135","42.5204336,-70.8941178"
882,N,ADA,P,2:30 PM,0,0,N,17,FRONT ST,SALEM,1970,320,PURITAN RD,SWAMPSCOTT,1907,"17 FRONT ST, SALEM, 1970","320 PURITAN RD, SWAMPSCOTT, 1907","42.5204317,-70.8942837","42.4647525,-70.8982415"
883,N,ADA,A,10:00 AM,1,0,N,1208,CENTRE ST,WEST ROXBURY,2132,4,BINNEY ST,BOSTON,2215,"1208 CENTRE ST, WEST ROXBURY, 2132","4 BINNEY ST, BOSTON, 2215","42.2783941,-71.1597048","42.3370893,-71.1075429"
884,N,ADA,P,11:30 AM,1,0,N,3,BINNEY ST,BOSTON,2215,1207,CENTRE ST,WEST ROXBURY,2132,"3 BINNEY ST, BOSTON, 2215","1207 CENTRE ST, WEST ROXBURY, 2132","42.3370603,-71.1075714","42.2783941,-71.1597048"
885,N,ADA,A,10:00 AM,1,0,N,133,AUCKLAND ST,DORCHESTER,2125,173,EVERETT AVE,CHELSEA,2150,"133 AUCKLAND ST, DORCHESTER, 2125","173 EVERETT AVE, CHELSEA, 2150","42.31011669999999,-71.057025","42.3966725,-71.0399235"
886,N,ADA,P,12:00 PM,0,0,N,175,EVERETT AVE,CHELSEA,2150,135,AUCKLAND ST,DORCHESTER,2125,"175 EVERETT AVE, CHELSEA, 2150","135 AUCKLAND ST, DORCHESTER, 2125","42.3967097,-71.0399345","42.3100944,-71.0570298"
887,N,ADA,A,11:00 AM,1,0,N,241,WALNUT AVE,ROXBURY,2119,1796,Dorchester Ave,DORCHESTER,2124,"241 WALNUT AVE, ROXBURY, 2119","1796 Dorchester Ave, DORCHESTER, 2124","42.3186336,-71.0912237","42.2892719,-71.06294799999999"
888,N,ADA,P,12:50 PM,1,0,N,1797,Dorchester Ave,DORCHESTER,2124,242,WALNUT AVE,ROXBURY,2119,"1797 Dorchester Ave, DORCHESTER, 2124","242 WALNUT AVE, ROXBURY, 2119","42.2773344,-71.0654249","42.31810249999999,-71.0907587"
889,Y,ADA,P,2:30 PM,0,0,N,26,DENBY RD,ALLSTON,2134,96,PHILLIPS CIR,WALTHAM,2452,"26 DENBY RD, ALLSTON, 2134","96 PHILLIPS CIR, WALTHAM, 2452","42.3554492,-71.1351875","42.3882501,-71.20395959999999"
890,Y,ADA,P,7:45 AM,0,0,N,99,PHILLIPS CIR,WALTHAM,2452,29,DENBY RD,ALLSTON,2134,"99 PHILLIPS CIR, WALTHAM, 2452","29 DENBY RD, ALLSTON, 2134","42.388245,-71.2039539","42.3559557,-71.1348065"
891,N,ADA,A,12:15 PM,0,0,N,249,W WYOMING AVE,MELROSE,2176,471,Essex St,SAUGUS,1906,"249 W WYOMING AVE, MELROSE, 2176","471 Essex St, SAUGUS, 1906","42.45496989999999,-71.0782401","42.4611368,-71.0364515"
892,Y,ADA,A,10:00 AM,0,0,N,37,AVON ST,MALDEN,2148,14,CABOT RD,MEDFORD,2155,"37 AVON ST, MALDEN, 2148","14 CABOT RD, MEDFORD, 2155","42.4170299,-71.078756","42.4073234,-71.0754883"
893,Y,ADA,P,2:30 PM,0,0,N,14,CABOT RD,MEDFORD,2155,37,AVON ST,MALDEN,2148,"14 CABOT RD, MEDFORD, 2155","37 AVON ST, MALDEN, 2148","42.4073234,-71.0754883","42.4170299,-71.078756"
894,N,ADA,P,7:10 PM,0,0,N,647,BROADWAY,SOMERVILLE,2145,56,MOUNT VERNON ST,SOMERVILLE,2145,"647 BROADWAY, SOMERVILLE, 2145","56 MOUNT VERNON ST, SOMERVILLE, 2145","42.39952479999999,-71.1104715","42.3839009,-71.0802799"
895,N,ADA,P,12:00 PM,0,0,N,6,ESSEX CENTER DR,PEABODY,1960,152,WASHINGTON ST,LYNN,1902,"6 ESSEX CENTER DR, PEABODY, 1960","152 WASHINGTON ST, LYNN, 1902","42.5390003,-70.9503967","42.4676224,-70.9532025"
896,N,ADA,A,10:00 AM,0,0,N,152,WASHINGTON ST,LYNN,1902,6,ESSEX CENTER DR,PEABODY,1960,"152 WASHINGTON ST, LYNN, 1902","6 ESSEX CENTER DR, PEABODY, 1960","42.4676224,-70.9532025","42.5390003,-70.9503967"
897,N,ADA,A,12:50 PM,0,0,N,37,BLOSSOM ST,BOSTON,2114,574,RUTHERFORD AVENUE,CHARLESTOWN,2129,"37 BLOSSOM ST, BOSTON, 2114","574 RUTHERFORD AVENUE, CHARLESTOWN, 2129","42.3626069,-71.06643439999999","42.3832063,-71.0731723"
898,N,ADA,P,2:30 PM,0,0,N,573,RUTHERFORD AVENUE,CHARLESTOWN,2129,36,BLOSSOM ST,BOSTON,2114,"573 RUTHERFORD AVENUE, CHARLESTOWN, 2129","36 BLOSSOM ST, BOSTON, 2114","42.3828749,-71.0723366","42.3619954,-71.0669874"
899,N,ADA,A,1:00 PM,0,0,N,57,WAVERLEY AVE,WATERTOWN,2472,332,MOUNT AUBURN ST,CAMBRIDGE,2138,"57 WAVERLEY AVE, WATERTOWN, 2472","332 MOUNT AUBURN ST, CAMBRIDGE, 2138","42.371997,-71.190805","42.3749203,-71.13958439999999"
900,N,ADA,P,2:30 PM,0,0,N,334,MOUNT AUBURN ST,CAMBRIDGE,2138,59,WAVERLEY AVE,WATERTOWN,2472,"334 MOUNT AUBURN ST, CAMBRIDGE, 2138","59 WAVERLEY AVE, WATERTOWN, 2472","42.37492,-71.1395821","42.3722118,-71.1907501"
901,N,ADA,A,2:00 PM,0,0,N,23,MYRTLE ST,BOSTON,2114,590,Tremont St,BOSTON,2118,"23 MYRTLE ST, BOSTON, 2114","590 Tremont St, BOSTON, 2118","42.3594778,-71.0651444","42.3430157,-71.0729609"
902,N,ADA,A,9:00 AM,0,0,N,164,BOYLSTON ST,CHESTNUT HILL,2467,55,Parker Rd,NEEDHAM,2494,"164 BOYLSTON ST, CHESTNUT HILL, 2467","55 Parker Rd, NEEDHAM, 2494","42.3193457,-71.1754227","42.2944362,-71.224211"
903,N,ADA,P,5:00 PM,0,0,N,1141,HIGHLAND AVE,NEEDHAM,2494,162,BOYLSTON ST,CHESTNUT HILL,2467,"1141 HIGHLAND AVE, NEEDHAM, 2494","162 BOYLSTON ST, CHESTNUT HILL, 2467","42.2869961,-71.2350459","42.319365,-71.175367"
904,N,ADA,A,9:15 AM,1,0,N,3626,MYSTIC VALLEY PKWY,MEDFORD,2155,32,CITY HALL MALL,MEDFORD,2155,"3626 MYSTIC VALLEY PKWY, MEDFORD, 2155","32 CITY HALL MALL, MEDFORD, 2155","42.4063273,-71.0945685","42.4183606,-71.1064615"
905,N,ADA,P,11:00 AM,1,0,N,27,CITY HALL MALL,MEDFORD,2155,3621,MYSTIC VALLEY PKWY,MEDFORD,2155,"27 CITY HALL MALL, MEDFORD, 2155","3621 MYSTIC VALLEY PKWY, MEDFORD, 2155","42.4183606,-71.1064615","42.4063273,-71.0945685"
906,N,ADA,A,5:30 PM,0,0,N,8,POND ST,WINTHROP,2152,8,DEACONESS RD,BOSTON,2215,"8 POND ST, WINTHROP, 2152","8 DEACONESS RD, BOSTON, 2215","42.3878276,-70.9696802","42.33846399999999,-71.10915659999999"
907,N,ADA,A,12:50 PM,0,0,N,69,CONCORD AVE,SOMERVILLE,2143,571,RUTHERFORD AVENUE,CHARLESTOWN,2129,"69 CONCORD AVE, SOMERVILLE, 2143","571 RUTHERFORD AVENUE, CHARLESTOWN, 2129","42.37667010000001,-71.09979","42.38284520000001,-71.0723189"
909,N,ADA,A,10:00 AM,1,0,N,101,LEYDEN ST,EAST BOSTON,2128,326,Harrison Ave,BOSTON,2118,"101 LEYDEN ST, EAST BOSTON, 2128","326 Harrison Ave, BOSTON, 2118","42.38911,-71.00858199999999","42.345686,-71.063361"
910,N,ADA,A,1:30 PM,0,0,N,29,PATTEN ST,WATERTOWN,2472,680,MAIN ST,WALTHAM,2453,"29 PATTEN ST, WATERTOWN, 2472","680 MAIN ST, WALTHAM, 2453","42.3655128,-71.1804513","42.375925,-71.2371706"
911,N,ADA,P,2:30 PM,0,0,N,679,MAIN ST,WALTHAM,2453,28,PATTEN ST,WATERTOWN,2472,"679 MAIN ST, WALTHAM, 2453","28 PATTEN ST, WATERTOWN, 2472","42.3763359,-71.23715969999999","42.3657758,-71.1803379"
